"","id","weights","Region","State","Gender","SES","Age","Income","Expenses","Edu","Interest","KnowCat","PartyID","SupportPT","Ideology","VoteInt","PresPref","PresPref.rmdk","Strategic","PresPred_1","PresPred_2","PresPred_3","PredConf","IDParty","PartyID1","PartyID1_Other","IDParty2","PartyID2","PartyID2_Other","VoteInt1","VoteInt1_Other","VoteInt2","VoteInt2_Other","PresPref_Other","KB1c","KB2c","KB3c","KB4c","KB5c","KB6c","KB7c","KB8c","KB9c","KBpca"
"452",832,0.2,"Centro Oeste","Goiás","Female","B1",40,"R$10.000 – R$27.999","Sometimes","Pós-graduação completo ou mais","Very","Highest","Partido da Social Democracia Brasileira (PSDB)","Support Partially","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Incorrect","Correct","Correct","Correct","Correct",-0.502397863985419
"453",3457,0.19,"Sudeste","Minas Gerais","Female","B1",36,NA,NA,NA,"Not at all","Lowest",NA,"Neutral","Don't Know","Henrique Meirelles (MDB)",NA,NA,NA,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Alvaro Dias (PODE)","Somewhat","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"Esta ano n","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"454",680,0.19,"Sudeste","São Paulo","Female","B1",41,"R$3.400 – R$9.999","Often","Ensino universitário completo","Somewhat","High","Movimento Democrático Brasileiro (MDB)","Oppose Partially","Right","Henrique Meirelles (MDB)","Marina Silva (REDE)","Marina Silva (REDE)",1,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Marina Silva (REDE)","Very","Não",NA,"","Sim","Movimento Democrático Brasileiro (MDB)","","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Don't Know","Incorrect","Correct","Don't Know","Don't Know","Correct","Correct","Don't Know",-0.344083003705914
"455",4704,0.18,"Centro Oeste","Goiás","Male","A",35,"R$3.400 – R$9.999","Rarely","Ensino universitário completo","Somewhat","Low","Movimento Democrático Brasileiro (MDB)","Oppose Totally","Right","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Sim","Movimento Democrático Brasileiro (MDB)","","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.0381284868173019
"456",3196,0.16,"Sudeste","Rio de Janeiro","Male","B2",48,"R$3.400 – R$9.999","Always","Pós-graduação completo ou mais","Very","Low","Movimento Democrático Brasileiro (MDB)","Support Partially","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Sim","Movimento Democrático Brasileiro (MDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"457",4700,0.16,"Nordeste","Pernambuco","Female","B1",33,"R$1.800 – R$3.399","Often","Pós-graduação completo ou mais","Very","Highest","Partido Verde (PV)","Support Partially","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Henrique Meirelles (MDB)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Partido Verde (PV)","","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Incorrect","Correct","Don't Know","Correct","Correct","Incorrect","Correct","Correct",-0.544153802024772
"458",2207,0.15,"Centro Oeste","Distrito Federal","Female","B2",47,"R$3.400 – R$9.999","Sometimes","Pós-graduação completo ou mais","Somewhat","Low",NA,"Support Partially","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Marina Silva (REDE)","Somewhat","Não sei",NA,"","Não sei",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"459",1492,0.14,"Sudeste","São Paulo","Female","B2",46,"R$1.800 – R$3.399","Often","Ensino universitário completo","Very","Highest","Partido da Social Democracia Brasileira (PSDB)","Support Partially","Right","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Correct",-0.858649345739666
"460",3643,0.12,"Sul","Rio Grande do Sul","Male","B2",45,"R$10.000 – R$27.999","Never","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Lowest",NA,"Oppose Totally","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"461",4555,0.12,"Sul","Paraná","Male","B2",53,"R$1.800 – R$3.399","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Low","Partido da Social Democracia Brasileira (PSDB)","Oppose Totally","Right","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Sim","Partido da Social Democracia Brasileira (PSDB)","","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"462",2674,0.1,"Sudeste","Rio de Janeiro","Male","A",29,"R$1.800 – R$3.399","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Lowest","Movimento Democrático Brasileiro (MDB)","Neutral","Left","Henrique Meirelles (MDB)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",1,"Henrique Meirelles (MDB)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Sim","Movimento Democrático Brasileiro (MDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"463",1738,0.09,"Sudeste","Rio de Janeiro","Female","A",30,"R$3.400 – R$9.999","Sometimes","Ensino universitário completo","Somewhat","Low",NA,"Neutral","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não sei",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.121418940842445
"464",1822,0.09,"Sudeste","São Paulo","Female","A",30,"R$1.800 – R$3.399","Sometimes","Ensino universitário completo","Somewhat","Lowest",NA,"Neutral","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","A little","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"465",4669,0.06,"Nordeste","Bahia","Female","B2",40,"R$900 – R$1.199","Often","Ensino universitário completo","A little","Highest","Partido Social Cristão (PSC)","Oppose Totally","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Fernando Haddad (PT)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","A little","Não",NA,"","Sim","Partido Social Cristão (PSC)","","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Incorrect","Incorrect","Correct","Correct","Correct","Correct","Correct","Correct",-1.43654524636674
"466",3190,0.05,"Centro Oeste","Goiás","Female","B2",44,"R$900 – R$1.199","Always","Ensino universitário completo","A little","High",NA,"Oppose Totally","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Henrique Meirelles (MDB)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Incorrect",-0.447870067188413
"467",643,0.05,"Sudeste","São Paulo","Female","B2",42,"R$1.800 – R$3.399","Always","Colegial completo (3ª série do ensino médio)","Very","Low","Partido Verde (PV)","Oppose Totally","Center","Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Geraldo Alckmin (PSDB)",1,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Não",NA,"","Sim","Partido Verde (PV)","","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"468",3689,0.05,"Sudeste","Rio de Janeiro","Female","B2",36,"R$3.400 – R$9.999","Often","Pós-graduação completo ou mais","A little","Lowest",NA,"Support Partially","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Incorrect","Correct","Correct",0.616024387444372
"469",3550,0.04,"Nordeste","Bahia","Female","B2",28,"R$3.400 – R$9.999","Sometimes","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Neutral","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","A little","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Correct","Incorrect",0.648993056370565
"470",4690,0.04,"Sul","Santa Catarina","Female","B2",35,"R$1.800 – R$3.399","Often","Ensino universitário completo","Somewhat","Lowest",NA,"Oppose Totally","Don't Know","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Correct","Don't Know",0.648993056370565
"471",2487,0.03,"Centro Oeste","Goiás","Male","B2",32,"R$1.800 – R$3.399","Often","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low","Partido da Social Democracia Brasileira (PSDB)","Oppose Totally","Right","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Very","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"472",2950,0.02,"Sul","Rio Grande do Sul","Male","B2",27,"R$3.400 – R$9.999","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low",NA,"Support Partially","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não sei",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Incorrect","Correct","Don't Know",0.130025833438657
"473",1568,0.02,"Centro Oeste","Goiás","Male","B2",18,"R$1.800 – R$3.399","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low",NA,"Oppose Totally","Center","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.121418940842445
"474",1865,0.01,"Sudeste","São Paulo","Female","B2",24,"R$1.800 – R$3.399","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Highest","Partido da Social Democracia Brasileira (PSDB)","Oppose Partially","Right","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Henrique Meirelles (MDB)","Fernando Haddad (PT)","João Amoêdo (NOVO)","Very","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Correct","Correct","Incorrect","Correct","Correct",-0.938074632892184
"475",2106,0.01,"Sudeste","Minas Gerais","Female","B2",24,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Very","Highest","Partido Social Cristão (PSC)","Support Partially","Center","Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Geraldo Alckmin (PSDB)",1,"Henrique Meirelles (MDB)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Somewhat","Sim","Partido Social Cristão (PSC)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Correct","Correct","Incorrect","Correct","Correct","Correct","Correct","Correct","Correct",-1.43654524636674
"476",3853,0.01,"Sudeste","Rio de Janeiro","Female","B2",23,"R$1.800 – R$3.399","Rarely","Colegial incompleto (até 2ª série do ensino médio)","A little","Low",NA,"Neutral","Right","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Henrique Meirelles (MDB)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Não",NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Incorrect","Correct","Don't Know","Incorrect","Correct","Correct",0.0970571645124638
"477",1273,0.01,"Sul","Santa Catarina","Female","B2",23,"R$10.000 – R$27.999","Rarely","Pós-graduação incompleto","Somewhat","Highest","Movimento Democrático Brasileiro (MDB)","Support Partially","Left","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Henrique Meirelles (MDB)","Very","Sim","Movimento Democrático Brasileiro (MDB)","",NA,NA,"","Henrique Meirelles (MDB)","",NA,NA,"","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct","Correct","Correct",-0.627444256049915
"478",3631,51.05,"Sudeste","Rio de Janeiro","Female","D-E",63,"R$1.800 – R$3.399","Often","Ginásio incompleto (até 7ª série do ensino fundamental)","Very","Low","Partido dos Trabalhadores (PT)","Support Partially","Don't Know","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Fernando Haddad (PT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"479",4022,51.05,"Sudeste","Rio de Janeiro","Female","D-E",58,"R$900 – R$1.199",NA,"Primário completo (4ª serie do ensino fundamental)","A little","Low","Partido dos Trabalhadores (PT)","Support Partially","Don't Know","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Fernando Haddad (PT)","Marina Silva (REDE)","Henrique Meirelles (MDB)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Fernando Haddad (PT)","",NA,NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"480",4673,20.28,"Nordeste","Rio Grande do Norte","Female","C1",99,"Menos de R$300","Always","Ginásio incompleto (até 7ª série do ensino fundamental)","Very","Lowest","Partido dos Trabalhadores (PT)","Support Totally","Center","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Marina Silva (REDE)","Fernando Haddad (PT)","Ciro Gomes (PDT)","A little","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Fernando Haddad (PT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"481",3690,6.76,"Nordeste","Bahia","Male","C2",50,"R$900 – R$1.199","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Highest","Partido dos Trabalhadores (PT)","Support Partially","Far-left","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Fernando Haddad (PT)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Fernando Haddad (PT)","",NA,NA,"","Correct","Correct","Incorrect","Correct","Correct","Correct","Correct","Correct","Incorrect",-1.40357657744054
"482",1951,4.8,"Nordeste","Pernambuco","Male","D-E",40,NA,"Sometimes","Colegial completo (3ª série do ensino médio)","Not at all","Lowest","Partido dos Trabalhadores (PT)","Support Totally","Don't Know","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Henrique Meirelles (MDB)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Fernando Haddad (PT)","",NA,NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"483",2081,4.37,"Norte","Pará","Male","D-E",26,"R$600 – R$899","Sometimes","Colegial completo (3ª série do ensino médio)","Somewhat","Highest",NA,"Support Partially","Don't Know","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Fernando Haddad (PT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",-0.480838736114607
"484",4525,4.37,"Nordeste","Bahia","Male","C1",46,"R$1.800 – R$3.399","Always","Colegial completo (3ª série do ensino médio)","Very","High","Partido dos Trabalhadores (PT)","Support Totally","Left","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Somewhat","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Fernando Haddad (PT)","",NA,NA,"","Correct","Don't Know","Correct","Incorrect","Correct","Incorrect","Don't Know","Incorrect","Correct",-0.440496009326043
"485",2766,4.26,"Nordeste","Sergipe","Female","D-E",43,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Not at all","Low","Partido dos Trabalhadores (PT)","Neutral","Don't Know","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Geraldo Alckmin (PSDB)",1,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","","Fernando Haddad (PT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Incorrect","Correct","Correct","Correct",0.532733933419229
